run,dict_size,k,mean_basis_pearson,min_basis_pearson,mean_pair_pearson,explained_variance,mse,lore_accuracy_original,lore_accuracy_reconstructed,lore_accuracy_drop,test_live_features,test_dead_rate,test_gini_live,top_5pct_activation_mass,effective_features
D3,16384,256,0.9994,0.9994,0.9994,0.9941,0.0299,0.5966,0.6014,-0.0048,11148,0.3196,0.9190,0.8646,611.0
