K,seed,init,alpha,iters,lr,bases_kept,train_acc,test_acc,test_std,base_test_acc,delta_vs_base,mean_cos_vsft,min_cos_vsft,numerical_rank,s2_s1,mean_abs_basis_cos,mean_top1_weight,mean_entropy,max_possible_entropy
10,42,random,0.0,20000,0.5,10,0.9989943817706799,0.5703517875993449,0.14787852333279142,0.5919370650810681,-0.02158527748172323,0.012531901709735394,0.0014926590956747532,10,0.8877150416374207,0.05674951896071434,0.8788221478462219,0.2385975867509842,2.302585092994046
