K,seed,init,alpha,iters,lr,bases_kept,train_acc,test_acc,test_std,base_test_acc,delta_vs_base,mean_cos_vsft,min_cos_vsft,numerical_rank,s2_s1,mean_abs_basis_cos,mean_top1_weight,mean_entropy,max_possible_entropy
10,42,random,10.0,20000,0.5,10,0.9959537414698142,0.565572028547033,0.14759828712143194,0.5919370650810681,-0.026365036534035102,0.7890671491622925,0.7763817310333252,10,0.14737582206726074,0.8810243606567383,0.9776445031166077,0.0449942909181118,2.302585092994046
