K,seed,init,alpha,iters,lr,bases_kept,train_acc,test_acc,test_std,base_test_acc,delta_vs_base,mean_cos_vsft,min_cos_vsft,numerical_rank,s2_s1,mean_abs_basis_cos,mean_top1_weight,mean_entropy,max_possible_entropy
10,42,random,100.0,20000,0.5,10,0.5927766979508196,0.5923246189560905,0.1464965039844695,0.5919370650810681,0.0003875538750223173,0.9974611401557922,0.9846420288085938,8,0.06974439322948456,0.9957277178764343,1.0,9.717482498672325e-07,2.302585092994046
