K,seed,init,alpha,iters,lr,bases_kept,train_acc,test_acc,test_std,base_test_acc,delta_vs_base,mean_cos_vsft,min_cos_vsft,numerical_rank,s2_s1,mean_abs_basis_cos,mean_top1_weight,mean_entropy,max_possible_entropy
10,42,random,10000.0,20000,0.5,10,0.5918509570123272,0.5918391277276855,0.1472337333056356,0.5919370650810681,-9.793735338259335e-05,0.9999505877494812,0.9997981786727905,6,0.005106209311634302,0.9999051094055176,0.9995596408843994,0.0006763640558347106,2.302585092994046
