K,seed,init,alpha,iters,lr,bases_kept,train_acc,test_acc,test_std,base_test_acc,delta_vs_base,mean_cos_vsft,min_cos_vsft,numerical_rank,s2_s1,mean_abs_basis_cos,mean_top1_weight,mean_entropy,max_possible_entropy
10,42,random,25.0,20000,0.5,10,0.6453689379496291,0.5906504755884959,0.14865199419579883,0.5919370650810681,-0.00128658949257221,0.9484686255455017,0.808923602104187,8,0.03390705585479736,0.9487581253051758,0.9952550530433655,0.010800093412399292,2.302585092994046
