alpha,step,alpha_curr,nll_W,nll_V,reg,train_acc,test_acc,test_std,mean_cos_vsft,min_cos_vsft,numerical_rank,s2_s1,mean_abs_basis_cos,mean_top1_weight,mean_entropy,max_possible_entropy,base_test_acc,delta_vs_base
0.0,6000,0.0,0.001110914978198707,0.0011109106708317995,0.0,0.9989943817706799,0.571625039068325,0.14653882830229153,0.012201271951198578,0.0019360478036105633,10,0.8643810749053955,0.06764835119247437,0.8763518333435059,0.24238762259483337,2.302585092994046,0.5919370650810681,-0.02031202601274318
0.0,6500,0.0,0.0010178895900025964,0.0010178907541558146,0.0,0.9989943817706799,0.5709151246804886,0.14728980976775863,0.012136711739003658,0.0015963693149387836,10,0.8657389283180237,0.06681408733129501,0.8759958744049072,0.24309219419956207,2.302585092994046,0.5919370650810681,-0.021021940400579586
0.0,7000,0.0,0.0009544072090648115,0.0009544066269882023,0.0,0.9989943817706799,0.5708122576059244,0.1473082481983101,0.012112881056964397,0.001367473043501377,10,0.8671482801437378,0.06601642817258835,0.8759594559669495,0.24313074350357056,2.302585092994046,0.5919370650810681,-0.02112480747514378
0.0,7500,0.0,0.0009086866630241275,0.0009086853242479265,0.0,0.9989943817706799,0.5700860494282549,0.1474084594951154,0.012110772542655468,0.0011862083338201046,10,0.8685871362686157,0.06525196880102158,0.8761602640151978,0.24276719987392426,2.302585092994046,0.5919370650810681,-0.02185101565281322
0.0,8000,0.0,0.0008747754618525505,0.0008747762767598033,0.0,0.9989943817706799,0.570142481038012,0.14745098590011704,0.012122481130063534,0.0010639200918376446,10,0.8700249195098877,0.06452680379152298,0.8763994574546814,0.2423323690891266,2.302585092994046,0.5919370650810681,-0.02179458404305612
0.0,8500,0.0,0.0008490505279041827,0.0008490495383739471,0.0,0.9989943817706799,0.5701560520569715,0.14659034713396052,0.012145234271883965,0.001003290992230177,10,0.8714415431022644,0.06385883688926697,0.876201331615448,0.24292945861816406,2.302585092994046,0.5919370650810681,-0.02178101302409663
0.0,9000,0.0,0.0008293587015941739,0.0008293591090478003,0.0,0.9989943817706799,0.5710976447319961,0.14761891493876933,0.01217211689800024,0.0009668092243373394,10,0.8728452920913696,0.0632290169596672,0.8761107921600342,0.24296604096889496,2.302585092994046,0.5919370650810681,-0.020839420349072046
0.0,9500,0.0,0.0008141688886098564,0.0008141686557792127,0.0,0.9989943817706799,0.5711069693254892,0.14734021547337575,0.012202049605548382,0.0009474665857851505,10,0.8741966485977173,0.06263809651136398,0.8763457536697388,0.2424706071615219,2.302585092994046,0.5919370650810681,-0.020830095755578926
0.0,10000,0.0,0.0008023372502066195,0.000802337599452585,0.0,0.9989943817706799,0.5708381046474965,0.14725075099436444,0.012235146015882492,0.0009445901960134506,10,0.8754830956459045,0.06208092346787453,0.8766165971755981,0.24204839766025543,2.302585092994046,0.5919370650810681,-0.021098960433571623
0.0,10500,0.0,0.000793080369476229,0.000793080369476229,0.0,0.9989943817706799,0.570359822670387,0.14744770895217887,0.012268532998859882,0.0009609758853912354,10,0.8766889572143555,0.06156265735626221,0.8768425583839417,0.2416679561138153,2.302585092994046,0.5919370650810681,-0.021577242410681152
0.0,11000,0.0,0.0007858046446926892,0.0007858041790314019,0.0,0.9989943817706799,0.5704556903263338,0.14748245519781003,0.012299196794629097,0.000990105327218771,10,0.8778141736984253,0.06107703596353531,0.8770773410797119,0.2412036955356598,2.302585092994046,0.5919370650810681,-0.021481374754734328
0.0,11500,0.0,0.0007800491293892264,0.0007800492458045483,0.0,0.9989943817706799,0.5702563340769333,0.14724031403541896,0.012327338568866253,0.0010277805849909782,10,0.8788570761680603,0.06062770634889603,0.8772643804550171,0.24090255796909332,2.302585092994046,0.5919370650810681,-0.021680731004134812
0.0,12000,0.0,0.0007754765683785081,0.0007754765101708472,0.0,0.9989943817706799,0.5703980667105685,0.14744496914732338,0.012353791855275631,0.0010710353963077068,10,0.8798155188560486,0.06021331995725632,0.8773933053016663,0.2407103329896927,2.302585092994046,0.5919370650810681,-0.021538998370499662
0.0,12500,0.0,0.0007718249689787626,0.0007718252018094063,0.0,0.9989943817706799,0.5705810258322485,0.14747709102452847,0.012378222309052944,0.001113050151616335,10,0.8806911706924438,0.0598333440721035,0.8775678277015686,0.24042370915412903,2.302585092994046,0.5919370650810681,-0.02135603924881968
0.0,13000,0.0,0.0007688929908908904,0.0007688928744755685,0.0,0.9989943817706799,0.5706654749557275,0.14742854845139516,0.012399643659591675,0.0011561857536435127,10,0.881489098072052,0.05948619917035103,0.877729058265686,0.24015986919403076,2.302585092994046,0.5919370650810681,-0.021271590125340634
0.0,13500,0.0,0.0007665217272005975,0.0007665217272005975,0.0,0.9989943817706799,0.5707021028498519,0.14743100465933592,0.012417234480381012,0.0011959089897572994,10,0.8822188973426819,0.05916422978043556,0.8778693675994873,0.23991185426712036,2.302585092994046,0.5919370650810681,-0.021234962231216237
0.0,14000,0.0,0.0007645915611647069,0.0007645914447493851,0.0,0.9989943817706799,0.5704027395930767,0.14744692483445423,0.012433093972504139,0.0012321583926677704,10,0.8828816413879395,0.058876071125268936,0.8779830932617188,0.23968124389648438,2.302585092994046,0.5919370650810681,-0.02153432548799139
0.0,14500,0.0,0.0007630076142959297,0.0007630074978806078,0.0,0.9989943817706799,0.5706150663402964,0.14780834200487505,0.01244694460183382,0.0012655369937419891,10,0.8834859132766724,0.05861041322350502,0.8780891299247742,0.23946507275104523,2.302585092994046,0.5919370650810681,-0.021321998740771786
0.0,15000,0.0,0.0007616954389959574,0.0007616954389959574,0.0,0.9989943817706799,0.5704856364470993,0.14775736004205137,0.01245905552059412,0.0012964396737515926,10,0.8840367794036865,0.05836692452430725,0.8781848549842834,0.23937781155109406,2.302585092994046,0.5919370650810681,-0.021451428633968872
0.0,15500,0.0,0.0007606036379002035,0.0007606035796925426,0.0,0.9989943817706799,0.5706960756559761,0.1477017414610879,0.012469983659684658,0.0013254452496767044,10,0.8845434784889221,0.05814303457736969,0.8783037066459656,0.23915858566761017,2.302585092994046,0.5919370650810681,-0.021240989425092005
0.0,16000,0.0,0.0007596859359182417,0.0007596859941259027,0.0,0.9989943817706799,0.5705128364967303,0.1477622971564743,0.012479734607040882,0.0013508452102541924,10,0.8850095868110657,0.05793628841638565,0.8784120082855225,0.23895809054374695,2.302585092994046,0.5919370650810681,-0.02142422858433779
0.0,16500,0.0,0.000758908165153116,0.0007589080487377942,0.0,0.9989943817706799,0.5705170121670232,0.14767797656572537,0.012488462030887604,0.0013743480667471886,10,0.8854357004165649,0.05774897709488869,0.878500759601593,0.2388116419315338,2.302585092994046,0.5919370650810681,-0.021420052914044918
0.0,17000,0.0,0.0007582444814033806,0.0007582444231957197,0.0,0.9989943817706799,0.5704590080720459,0.1479941448766693,0.012496261857450008,0.0013964525423943996,10,0.8858333826065063,0.05757393315434456,0.8785467743873596,0.23879754543304443,2.302585092994046,0.5919370650810681,-0.021478057009022278
0.0,17500,0.0,0.0007576734642498195,0.0007576734060421586,0.0,0.9989943817706799,0.570637577766348,0.14804159408295117,0.01250335294753313,0.0014170450158417225,10,0.8862040638923645,0.05740845203399658,0.8786008358001709,0.238753542304039,2.302585092994046,0.5919370650810681,-0.02129948731472009
0.0,18000,0.0,0.0007571781752631068,0.0007571780006401241,0.0,0.9989943817706799,0.5703834911448151,0.1482045080787062,0.012509656138718128,0.0014347885735332966,10,0.8865455389022827,0.05726035684347153,0.8786727786064148,0.23862917721271515,2.302585092994046,0.5919370650810681,-0.021553573936253012
0.0,18500,0.0,0.0007567449938505888,0.0007567450520582497,0.0,0.9989943817706799,0.5703781515620541,0.14808625957237842,0.012515517883002758,0.001451272051781416,10,0.8868662714958191,0.05712244287133217,0.8786901235580444,0.23869138956069946,2.302585092994046,0.5919370650810681,-0.021558913519014067
0.0,19000,0.0,0.0007563653052784503,0.0007563653052784503,0.0,0.9989943817706799,0.5703883310969995,0.14803780569325808,0.012521827593445778,0.0014663683250546455,10,0.8871670961380005,0.05698833242058754,0.8787185549736023,0.23870660364627838,2.302585092994046,0.5919370650810681,-0.021548733984068646
0.0,19500,0.0,0.0007560293888673186,0.0007560292724519968,0.0,0.9989943817706799,0.5704344423565619,0.14803365754977107,0.012527118436992168,0.0014798627234995365,10,0.8874489068984985,0.05686449632048607,0.8787738680839539,0.23865081369876862,2.302585092994046,0.5919370650810681,-0.021502622724506204
0.0,19999,0.0,0.0007557313656434417,0.0007557313656434417,0.0,0.9989943817706799,0.5703517875993449,0.14787852333279142,0.012531901709735394,0.0014926590956747532,10,0.8877150416374207,0.05674951896071434,0.8788221478462219,0.2385975867509842,2.302585092994046,0.5919370650810681,-0.02158527748172323
10.0,0,0.0,0.7008141875267029,0.6849660277366638,0.0,0.6005335156276345,0.5930499474366854,0.1443091056935125,0.15202198922634125,0.12146781384944916,10,0.5969102382659912,0.17161695659160614,0.196231409907341,2.1650989055633545,2.302585092994046,0.5919370650810681,0.0011128823556172396
10.0,500,0.0,0.025406818836927414,0.025325782597064972,0.0,0.9984241092054443,0.564645351376837,0.15333364627854532,0.01691865362226963,0.0007833894342184067,10,0.8993591070175171,0.0586080364882946,0.6136970520019531,0.8319469094276428,2.302585092994046,0.5919370650810681,-0.027291713704231113
10.0,1000,0.0,0.010429427959024906,0.010385999456048012,0.0,0.9988824949320134,0.5666045462540681,0.15119584394967076,0.015451448038220406,0.0004588095471262932,10,0.8967920541763306,0.05800836533308029,0.6557728052139282,0.7330448031425476,2.302585092994046,0.5919370650810681,-0.02533251882700005
10.0,1500,0.0,0.00502254581078887,0.005022569093853235,0.0,0.9989943817706799,0.5648557426674026,0.15076533146703713,0.015768814831972122,0.0026029441505670547,10,0.9088804721832275,0.054224107414484024,0.6580272912979126,0.7277613282203674,2.302585092994046,0.5919370650810681,-0.027081322413665565
10.0,2000,0.0,0.0032140598632395267,0.003214041469618678,0.0,0.9989943817706799,0.5646681973621959,0.15030811169701652,0.016040852293372154,0.002999057061970234,10,0.9157581329345703,0.05244171619415283,0.6593003869056702,0.7262848019599915,2.302585092994046,0.5919370650810681,-0.02726886771887227
10.0,2500,0.0,0.0023238195572048426,0.002323779510334134,0.0,0.9989943817706799,0.5641817885321593,0.15054954497706852,0.016166482120752335,0.0031714248470962048,10,0.9196126461029053,0.0513777993619442,0.6603043675422668,0.7242929935455322,2.302585092994046,0.5919370650810681,-0.027755276548908858
10.0,3000,0.0,0.0018177380552515388,0.001817725715227425,0.0,0.9989943817706799,0.5637805169001149,0.15091524899294836,0.016227226704359055,0.0033447779715061188,10,0.9222722053527832,0.05055220052599907,0.6611551642417908,0.7225669026374817,2.302585092994046,0.5919370650810681,-0.028156548180953256
10.0,3500,0.0,0.0015041022561490536,0.0015040902653709054,0.0,0.9989943817706799,0.5645281065497963,0.15029035017825274,0.016247790306806564,0.003326697275042534,10,0.9243649244308472,0.04990240931510925,0.6616965532302856,0.7215312719345093,2.302585092994046,0.5919370650810681,-0.027408958531271788
10.0,4000,0.0,0.0012979033635929227,0.0012979181483387947,0.0,0.9989943817706799,0.5649049699639556,0.1506595889548207,0.016259051859378815,0.0033293534070253372,10,0.926135241985321,0.049369536340236664,0.6620126962661743,0.7214289903640747,2.302585092994046,0.5919370650810681,-0.027032095117112576
10.0,4500,0.4166666666666667,0.010300892405211926,0.010300084948539734,0.4356626570224762,0.9989943817706799,0.5718255286350252,0.1482851434780123,0.5654730200767517,0.4931410849094391,10,0.3786284625530243,0.5018286108970642,0.886456310749054,0.22363321483135223,2.302585092994046,0.5919370650810681,-0.02011153644604291
10.0,5000,0.8333333333333334,0.02225124090909958,0.02225184440612793,0.2575455605983734,0.9988709764647414,0.5674668355936328,0.14896467204625527,0.7425174117088318,0.7200002670288086,10,0.19020400941371918,0.7993965148925781,0.9280104637145996,0.14896297454833984,2.302585092994046,0.5919370650810681,-0.02447022948743538
10.0,5500,1.25,0.02436545304954052,0.024399491026997566,0.24002651870250702,0.9987292531280406,0.5675839860828555,0.14976910414520345,0.7600433230400085,0.7435262799263,10,0.16757094860076904,0.8301249146461487,0.9459487199783325,0.11263759434223175,2.302585092994046,0.5919370650810681,-0.024353078998212596
10.0,6000,1.6666666666666667,0.024901418015360832,0.024897411465644836,0.23178310692310333,0.9987044812870675,0.5708947792953375,0.15029627738531273,0.7682203650474548,0.7536251544952393,10,0.1580367386341095,0.8447028398513794,0.9578970074653625,0.0875408872961998,2.302585092994046,0.5919370650810681,-0.02104228578573064
10.0,6500,2.0833333333333335,0.025567661970853806,0.02556922473013401,0.22692564129829407,0.9985267518213122,0.5694042155473874,0.15040142361572362,0.7730741500854492,0.7592076659202576,10,0.15385781228542328,0.8532891273498535,0.9599972367286682,0.08241952955722809,2.302585092994046,0.5919370650810681,-0.022532849533680732
10.0,7000,2.5,0.02658277004957199,0.026575671508908272,0.22386212646961212,0.9984339874733758,0.5689428050733516,0.1494855607057912,0.7761430144309998,0.7625123262405396,10,0.153234601020813,0.8586142659187317,0.9678581953048706,0.06663346290588379,2.302585092994046,0.5919370650810681,-0.022994260007716538
10.0,7500,2.9166666666666665,0.027841392904520035,0.027842266485095024,0.22162513434886932,0.9982575563925696,0.5689874469104383,0.14966555332503004,0.7783886790275574,0.7651275992393494,10,0.15428654849529266,0.8626395463943481,0.9695532917976379,0.062263377010822296,2.302585092994046,0.5919370650810681,-0.022949618170629793
10.0,8000,3.3333333333333335,0.029010705649852753,0.029128894209861755,0.2199280709028244,0.9980068893196284,0.5681254894004735,0.1487457433380705,0.7800689935684204,0.7669222354888916,10,0.15388306975364685,0.8657183647155762,0.9706202149391174,0.060017459094524384,2.302585092994046,0.5919370650810681,-0.023811575680594665
10.0,8500,3.75,0.029871100559830666,0.029840055853128433,0.2185920923948288,0.9978392677937351,0.5679516899458289,0.1495889497288349,0.7814091444015503,0.7685404419898987,10,0.15324419736862183,0.8680704832077026,0.9717744588851929,0.05821450799703598,2.302585092994046,0.5919370650810681,-0.02398537513523924
10.0,9000,4.166666666666667,0.030719321221113205,0.03075275383889675,0.2174430936574936,0.9976562244783221,0.5689565085663856,0.149044202853131,0.7825520634651184,0.7697020769119263,10,0.15295445919036865,0.8700464963912964,0.9717108607292175,0.05867193266749382,2.302585092994046,0.5919370650810681,-0.02298055651468256
10.0,9500,4.583333333333333,0.03158389404416084,0.03153270110487938,0.2165655940771103,0.9975079372163185,0.567682318932461,0.14889437574037032,0.783430278301239,0.7704468965530396,10,0.15151678025722504,0.8715912699699402,0.9739679098129272,0.05403287336230278,2.302585092994046,0.5919370650810681,-0.02425474614860712
10.0,10000,5.0,0.0322905108332634,0.03228400647640228,0.21574127674102783,0.9973640021360303,0.5681689662534827,0.14869722337032737,0.7842723727226257,0.7712135314941406,10,0.1505984663963318,0.8730588555335999,0.9742169380187988,0.05415412783622742,2.302585092994046,0.5919370650810681,-0.02376809882758546
10.0,10500,5.416666666666667,0.03359859064221382,0.03418297320604324,0.21520566940307617,0.9968157662594631,0.5675390640199474,0.14812078076305396,0.7847638130187988,0.7713127732276917,10,0.15049396455287933,0.8740999102592468,0.9759081602096558,0.04881918430328369,2.302585092994046,0.5919370650810681,-0.024398001061120778
10.0,11000,5.833333333333333,0.034282948821783066,0.03433050587773323,0.21447794139385223,0.9968861292819587,0.5673461021064438,0.1484012211370777,0.7855143547058105,0.7726356387138367,10,0.15050774812698364,0.8752278685569763,0.9754965901374817,0.04942045360803604,2.302585092994046,0.5919370650810681,-0.024590962974624375
10.0,11500,6.25,0.035137712955474854,0.03515078127384186,0.213962584733963,0.9966320427907568,0.5681345785295535,0.14780252450669806,0.7860268354415894,0.7731775641441345,10,0.150448277592659,0.8760985732078552,0.975552499294281,0.049381669610738754,2.302585092994046,0.5919370650810681,-0.023802486551514623
10.0,12000,6.666666666666667,0.03595332056283951,0.03596409410238266,0.2135203629732132,0.9964493507314818,0.5686998555710063,0.1478762105522175,0.7864914536476135,0.7737244963645935,10,0.1501304805278778,0.8768298625946045,0.9747642874717712,0.05084143579006195,2.302585092994046,0.5919370650810681,-0.023237209510061807
10.0,12500,7.083333333333333,0.03809013590216637,0.03715042769908905,0.21347060799598694,0.9960145488656529,0.5681512448628975,0.14879398372202152,0.7865300178527832,0.774055540561676,10,0.149725541472435,0.8769201040267944,0.9760676026344299,0.048188842833042145,2.302585092994046,0.5919370650810681,-0.02378582021817066
10.0,13000,7.5,0.0385868102312088,0.03845003619790077,0.2128201574087143,0.9956852015763145,0.567080431997023,0.14857178116761383,0.7871795892715454,0.7744325995445251,10,0.14925584197044373,0.8779619336128235,0.9759001135826111,0.04893030226230621,2.302585092994046,0.5919370650810681,-0.024856633084045177
10.0,13500,7.916666666666667,0.040611110627651215,0.03925304487347603,0.21238575875759125,0.9956874052104264,0.566974761303011,0.14740319897280646,0.7875708341598511,0.7747435569763184,10,0.14905336499214172,0.8786728978157043,0.9755725264549255,0.04889681935310364,2.302585092994046,0.5919370650810681,-0.024962303778057082
10.0,14000,8.333333333333334,0.03974412754178047,0.03974036127328873,0.21208961308002472,0.9956009788230511,0.5671736271608443,0.14740850327649035,0.7879157066345215,0.7751296758651733,10,0.14886480569839478,0.8791646361351013,0.9760786294937134,0.048181042075157166,2.302585092994046,0.5919370650810681,-0.02476343792022384
10.0,14500,8.75,0.04271785169839859,0.04176730662584305,0.2118605673313141,0.9951236564865149,0.5676157262223339,0.14742054335739646,0.7881255745887756,0.775331974029541,10,0.14869152009487152,0.8795344233512878,0.9759958982467651,0.04828299954533577,2.302585092994046,0.5919370650810681,-0.02432133885873422
10.0,15000,9.166666666666666,0.04163537919521332,0.041641343384981155,0.21154670417308807,0.995195089264676,0.5674569580135587,0.14702361902149005,0.7884616255760193,0.7757651805877686,10,0.14845705032348633,0.8800323009490967,0.9766207337379456,0.04702660068869591,2.302585092994046,0.5919370650810681,-0.02448010706750947
10.0,15500,9.583333333333334,0.043138980865478516,0.04286802560091019,0.21130061149597168,0.9947930070471138,0.5670395751852104,0.14724140169113334,0.7886995673179626,0.7760324478149414,10,0.1481827050447464,0.8804062008857727,0.9766119718551636,0.04772817716002464,2.302585092994046,0.5919370650810681,-0.024897489895857716
10.0,16000,10.0,0.043656494468450546,0.0436624214053154,0.21108360588550568,0.9948397290949919,0.566926660687745,0.14733811431916066,0.7889126539230347,0.7762681245803833,10,0.14801956713199615,0.8807705640792847,0.97675621509552,0.04728046804666519,2.302585092994046,0.5919370650810681,-0.025010404393323138
10.0,16500,10.0,0.0427149198949337,0.04271184280514717,0.21108213067054749,0.9949603754994473,0.5666212435192687,0.14782590127355227,0.7889177203178406,0.7762365341186523,10,0.14802812039852142,0.8808084726333618,0.9774046540260315,0.045866645872592926,2.302585092994046,0.5919370650810681,-0.025315821561799456
10.0,17000,10.0,0.04235741123557091,0.04236277565360069,0.21120119094848633,0.9946948333314835,0.5668509740697399,0.14797197244613194,0.7888066172599792,0.7760480642318726,10,0.14838437736034393,0.8805754780769348,0.978034496307373,0.04534585028886795,2.302585092994046,0.5919370650810681,-0.025086091011328193
10.0,17500,10.0,0.04083958640694618,0.04084740951657295,0.21105332672595978,0.9954281075702812,0.5668352694333005,0.14768031421758146,0.7889457941055298,0.7762309908866882,10,0.14799995720386505,0.8808559775352478,0.977063775062561,0.04685027897357941,2.302585092994046,0.5919370650810681,-0.0251017956477676
10.0,18000,10.0,0.039927080273628235,0.03992528095841408,0.2110121101140976,0.995589289072072,0.5669016125019136,0.14851792772351444,0.7889896631240845,0.7762214541435242,10,0.14792218804359436,0.8809105753898621,0.9768784046173096,0.04730275645852089,2.302585092994046,0.5919370650810681,-0.025035452579154516
10.0,18500,10.0,0.03906272351741791,0.03904666379094124,0.21102117002010345,0.995644688027014,0.5658659816686104,0.1478442461320354,0.7889796495437622,0.7763135433197021,10,0.14797383546829224,0.8809413909912109,0.9775298237800598,0.04497614875435829,2.302585092994046,0.5919370650810681,-0.026071083412457785
10.0,19000,10.0,0.03830970078706741,0.03834044560790062,0.21099801361560822,0.9957683899659805,0.5661618346665181,0.14797713357068312,0.788998544216156,0.7763236165046692,10,0.14779996871948242,0.8809572458267212,0.9775860905647278,0.04495949298143387,2.302585092994046,0.5919370650810681,-0.025775230414549988
10.0,19500,10.0,0.03751290589570999,0.03750881180167198,0.21098840236663818,0.9958282151305641,0.5657119632809919,0.14856609780220423,0.7890123724937439,0.7763653993606567,10,0.14761890470981598,0.8809705972671509,0.9778472781181335,0.04487637057900429,2.302585092994046,0.5919370650810681,-0.0262251018000762
10.0,19999,10.0,0.03699423372745514,0.036991287022829056,0.21093152463436127,0.9959537414698142,0.565572028547033,0.14759828712143194,0.7890671491622925,0.7763817310333252,10,0.14737582206726074,0.8810243606567383,0.9776445031166077,0.0449942909181118,2.302585092994046,0.5919370650810681,-0.026365036534035102
25.0,0,0.0,0.7008141875267029,0.6849660277366638,0.0,0.6005335156276345,0.5930499474366854,0.1443091056935125,0.15202198922634125,0.12146781384944916,10,0.5969102382659912,0.17161695659160614,0.196231409907341,2.1650989055633545,2.302585092994046,0.5919370650810681,0.0011128823556172396
25.0,500,0.0,0.025406818836927414,0.025325782597064972,0.0,0.9984241092054443,0.564645351376837,0.15333364627854532,0.01691865362226963,0.0007833894342184067,10,0.8993591070175171,0.0586080364882946,0.6136970520019531,0.8319469094276428,2.302585092994046,0.5919370650810681,-0.027291713704231113
25.0,1000,0.0,0.010429427959024906,0.010385999456048012,0.0,0.9988824949320134,0.5666045462540681,0.15119584394967076,0.015451448038220406,0.0004588095471262932,10,0.8967920541763306,0.05800836533308029,0.6557728052139282,0.7330448031425476,2.302585092994046,0.5919370650810681,-0.02533251882700005
25.0,1500,0.0,0.00502254581078887,0.005022569093853235,0.0,0.9989943817706799,0.5648557426674026,0.15076533146703713,0.015768814831972122,0.0026029441505670547,10,0.9088804721832275,0.054224107414484024,0.6580272912979126,0.7277613282203674,2.302585092994046,0.5919370650810681,-0.027081322413665565
25.0,2000,0.0,0.0032140598632395267,0.003214041469618678,0.0,0.9989943817706799,0.5646681973621959,0.15030811169701652,0.016040852293372154,0.002999057061970234,10,0.9157581329345703,0.05244171619415283,0.6593003869056702,0.7262848019599915,2.302585092994046,0.5919370650810681,-0.02726886771887227
25.0,2500,0.0,0.0023238195572048426,0.002323779510334134,0.0,0.9989943817706799,0.5641817885321593,0.15054954497706852,0.016166482120752335,0.0031714248470962048,10,0.9196126461029053,0.0513777993619442,0.6603043675422668,0.7242929935455322,2.302585092994046,0.5919370650810681,-0.027755276548908858
25.0,3000,0.0,0.0018177380552515388,0.001817725715227425,0.0,0.9989943817706799,0.5637805169001149,0.15091524899294836,0.016227226704359055,0.0033447779715061188,10,0.9222722053527832,0.05055220052599907,0.6611551642417908,0.7225669026374817,2.302585092994046,0.5919370650810681,-0.028156548180953256
25.0,3500,0.0,0.0015041022561490536,0.0015040902653709054,0.0,0.9989943817706799,0.5645281065497963,0.15029035017825274,0.016247790306806564,0.003326697275042534,10,0.9243649244308472,0.04990240931510925,0.6616965532302856,0.7215312719345093,2.302585092994046,0.5919370650810681,-0.027408958531271788
25.0,4000,0.0,0.0012979033635929227,0.0012979181483387947,0.0,0.9989943817706799,0.5649049699639556,0.1506595889548207,0.016259051859378815,0.0033293534070253372,10,0.926135241985321,0.049369536340236664,0.6620126962661743,0.7214289903640747,2.302585092994046,0.5919370650810681,-0.027032095117112576
25.0,4500,1.0416666666666667,0.030070146545767784,0.03007008694112301,0.27472472190856934,0.9984855537743563,0.5693638159869016,0.14764754209476685,0.72560715675354,0.6835321187973022,10,0.2197328507900238,0.7688419222831726,0.9126185774803162,0.17614102363586426,2.302585092994046,0.5919370650810681,-0.02257324909416658
25.0,5000,2.0833333333333335,0.04267345741391182,0.042563099414110184,0.2318633794784546,0.9969403700879526,0.564327756042499,0.15169369297247284,0.7681583166122437,0.7479751706123352,10,0.1619313508272171,0.8433602452278137,0.944897472858429,0.11485067754983902,2.302585092994046,0.5919370650810681,-0.027609309038569174
