rank,lam_pop,lam_d,step,loss,monitored,train_acc,test_acc,min_abs_basis_cos,base_test_acc,delta_vs_base
5,0.01,10.0,7000,0.5653592348098755,0.5856643915176392,0.7098668049169777,0.6786160203969694,0.01600009761750698,0.6404648961125221,0.038151124284447335
5,0.01,10.0,7500,0.5652698874473572,0.5856993198394775,0.7100840049392992,0.678367210403639,0.015035356394946575,0.6404648961125221,0.0379023142911169
5,0.01,10.0,8000,0.5652235746383667,0.5857143402099609,0.7099702008599049,0.6784408154890463,0.014396796002984047,0.6404648961125221,0.037975919376524225
5,0.01,10.0,8500,0.5651819705963135,0.5857309699058533,0.7101317585211377,0.678257196223191,0.013611647300422192,0.6404648961125221,0.03779230011066892
5,0.01,10.0,9000,0.5651537775993347,0.5857429504394531,0.7101268764826747,0.6783032674465118,0.012941190972924232,0.6404648961125221,0.03783837133398971
5,0.01,10.0,9500,0.5651347637176514,0.5857513546943665,0.7101848192283375,0.678351434523697,0.012409759685397148,0.6404648961125221,0.03788653841117484
5,0.01,10.0,10000,0.5651211142539978,0.5857576727867126,0.710267988927306,0.6783380078965369,0.01187671534717083,0.6404648961125221,0.03787311178401476
5,0.01,10.0,10500,0.5651100277900696,0.5857630968093872,0.7102481463447007,0.6783213211296723,0.011429188773036003,0.6404648961125221,0.03785642501715014
5,0.01,10.0,11000,0.5651032328605652,0.5857665538787842,0.7102746780126432,0.6783091941498038,0.011042958125472069,0.6404648961125221,0.03784429803728173
5,0.01,10.0,11500,0.5650967955589294,0.5857700109481812,0.7102814942249963,0.6782728387052778,0.010614425875246525,0.6404648961125221,0.03780794259275566
5,0.01,10.0,12000,0.5650930404663086,0.5857721567153931,0.7102806431644147,0.6782494763448819,0.010388481430709362,0.6404648961125221,0.037784580232359755
5,0.01,10.0,12500,0.5650896430015564,0.5857742428779602,0.710270224513207,0.6781825500834381,0.010079226456582546,0.6404648961125221,0.037717653970915976
5,0.01,10.0,13000,0.5650873184204102,0.5857757329940796,0.710263192305276,0.6782120695212949,0.00991970393806696,0.6404648961125221,0.03774717340877276
5,0.01,10.0,13500,0.5650855302810669,0.5857769846916199,0.710270263151712,0.6782234964474608,0.009709125384688377,0.6404648961125221,0.03775860033493872
5,0.01,10.0,14000,0.5650839805603027,0.5857798457145691,0.7103345365313997,0.6782031691416417,0.009560280479490757,0.6404648961125221,0.037738273029119584
5,0.01,10.0,14500,0.5650830268859863,0.5857788920402527,0.7103262015724283,0.6781366047836389,0.009412710554897785,0.6404648961125221,0.0376717086711168
5,0.01,10.0,15000,0.5650820732116699,0.5857797861099243,0.7103014781865252,0.6781366047836389,0.00924911629408598,0.6404648961125221,0.0376717086711168
5,0.01,10.0,15500,0.5650815367698669,0.5857803225517273,0.7103088580143185,0.6781366047836389,0.009215552359819412,0.6404648961125221,0.0376717086711168
5,0.01,10.0,16000,0.565081000328064,0.5857808589935303,0.7103172639794608,0.6781513644392255,0.009103315882384777,0.6404648961125221,0.037686468326703415
5,0.01,10.0,16500,0.5650805830955505,0.5857813358306885,0.710319149348485,0.6781667658740479,0.00908071268349886,0.6404648961125221,0.037701869761525786
5,0.01,10.0,17000,0.5650802850723267,0.5857817530632019,0.7103362313049126,0.6781667658740479,0.009001104161143303,0.6404648961125221,0.037701869761525786
5,0.01,10.0,17500,0.5653117299079895,0.5861791968345642,0.7119780584742235,0.6779232662681819,0.008729353547096252,0.6404648961125221,0.03745837015565978
5,0.01,10.0,18000,0.5650798678398132,0.5857824087142944,0.710345314203996,0.6781013280184945,0.00893406756222248,0.6404648961125221,0.037636431905972434
5,0.01,10.0,18500,0.5650797486305237,0.5857827067375183,0.7103555547380296,0.6781013280184945,0.008873868733644485,0.6404648961125221,0.037636431905972434
5,0.01,10.0,19000,0.5650796294212341,0.5857828855514526,0.7103740343948733,0.6780691250097739,0.008896859362721443,0.6404648961125221,0.03760422889725179
5,0.01,10.0,19500,0.5650794506072998,0.5857831239700317,0.7103740343948733,0.6780691250097739,0.008852176368236542,0.6404648961125221,0.03760422889725179
5,0.01,10.0,19999,0.565079391002655,0.5857833027839661,0.7103657964122156,0.6780691250097739,0.008877499029040337,0.6404648961125221,0.03760422889725179
10,0.01,10.0,0,0.8003685474395752,0.7176816463470459,0.5712978930136349,0.5687986894507717,0.00044959114165976644,0.6404648961125221,-0.07166620666175039
10,0.01,10.0,500,0.611280083656311,0.5975068211555481,0.6805111921365659,0.6704506640353187,5.1302253268659115e-05,0.6404648961125221,0.029985767922796613
10,0.01,10.0,1000,0.5818806290626526,0.5888574123382568,0.6939220597589434,0.6765716360460305,0.002183556091040373,0.6404648961125221,0.036106739933508436
10,0.01,10.0,1500,0.5751200318336487,0.5880984663963318,0.697703960978136,0.6772653820917532,1.120484375860542e-05,0.6404648961125221,0.036800485979231135
10,0.01,10.0,2000,0.5730913877487183,0.587853729724884,0.6993571027685808,0.6772159129919585,0.0007789376541040838,0.6404648961125221,0.03675101687943638
10,0.01,10.0,2500,0.5712771415710449,0.587009072303772,0.7011676611543082,0.6781679010543256,0.0015390682965517044,0.6404648961125221,0.03770300494180345
10,0.01,10.0,3000,0.5697692036628723,0.5863578915596008,0.7030316183974968,0.678212044247912,0.0017582627478986979,0.6404648961125221,0.03774714813538993
10,0.01,10.0,3500,0.5689478516578674,0.5860733985900879,0.7040554589723552,0.6782089713149319,0.0017272409750148654,0.6404648961125221,0.037744075202409744
10,0.01,10.0,4000,0.5684996247291565,0.5859590172767639,0.7049337221699491,0.6786593776136859,0.0007431318517774343,0.6404648961125221,0.03819448150116378
10,0.01,10.0,4500,0.5680947303771973,0.5858830213546753,0.7051497183811398,0.6787795463099869,0.0008252167026512325,0.6404648961125221,0.03831465019746483
10,0.01,10.0,5000,0.5676236152648926,0.5858862996101379,0.7057477355193382,0.6787182389106304,0.0025405450724065304,0.6404648961125221,0.038253342798108325
10,0.01,10.0,5500,0.5672040581703186,0.5860200524330139,0.7071253309277749,0.6784416693683385,0.0018862284487113357,0.6404648961125221,0.03797677325581639
10,0.01,10.0,6000,0.566635251045227,0.5858986973762512,0.7074366153933417,0.67849045481996,0.0063474164344370365,0.6404648961125221,0.038025558707437845
10,0.01,10.0,6500,0.5661555528640747,0.5858523845672607,0.7082542781495389,0.678121312835138,0.001319976057857275,0.6404648961125221,0.03765641672261588
10,0.01,10.0,7000,0.5656718611717224,0.5857937335968018,0.7091926154497453,0.6783435923640203,0.00741744227707386,0.6404648961125221,0.0378786962514982
10,0.01,10.0,7500,0.5652639269828796,0.5857321619987488,0.709380539488463,0.6779982431472045,0.008073467761278152,0.6404648961125221,0.03753334703468236
10,0.01,10.0,8000,0.5649142265319824,0.5857110023498535,0.7105228738437677,0.6787146145555089,0.0025089418049901724,0.6404648961125221,0.038249718442986747
10,0.01,10.0,8500,0.5646683573722839,0.5856878161430359,0.7109747922699206,0.678947434510232,0.00047117771464399993,0.6404648961125221,0.038482538397709876
10,0.01,10.0,9000,0.5644518136978149,0.5856693387031555,0.7113418125257482,0.6790065522148303,0.0017542772693559527,0.6404648961125221,0.0385416561023082
10,0.01,10.0,9500,0.5642595291137695,0.585647702217102,0.7114243738899576,0.6790288863475974,0.0016663760179653764,0.6404648961125221,0.038563990235075285
10,0.01,10.0,10000,0.5640897154808044,0.5856304168701172,0.7117634586966126,0.6789849202260454,0.0006736806826665998,0.6404648961125221,0.03852002411352329
10,0.01,10.0,10500,0.5639464855194092,0.5856128334999084,0.7120406425911359,0.6790720946160437,0.0006428721826523542,0.6404648961125221,0.03860719850352157
10,0.01,10.0,11000,0.563812792301178,0.585594654083252,0.7121891173178787,0.6791277272858351,0.002193204825744033,0.6404648961125221,0.03866283117331304
10,0.01,10.0,11500,0.5636850595474243,0.5855759382247925,0.712403221192446,0.6788445620873783,0.0037918277084827423,0.6404648961125221,0.0383796659748562
10,0.01,10.0,12000,0.5635692477226257,0.5855578780174255,0.7127166010684846,0.6786772112790633,0.0007886919192969799,0.6404648961125221,0.03821231516654122
10,0.01,10.0,12500,0.5634612441062927,0.5855393409729004,0.7130232821678887,0.6786455982993184,0.0007561757229268551,0.6404648961125221,0.038180702186796256
10,0.01,10.0,13000,0.5633516311645508,0.5855219960212708,0.7133203095951445,0.6787829661977405,0.00112118199467659,0.6404648961125221,0.03831807008521837
10,0.01,10.0,13500,0.5632495284080505,0.5855042934417725,0.7135065430092381,0.6787740896662794,0.0032788480166345835,0.6404648961125221,0.03830919355375728
10,0.01,10.0,14000,0.5631533265113831,0.585478663444519,0.7134940672693546,0.6789565690962338,0.005054608453065157,0.6404648961125221,0.0384916729837117
10,0.01,10.0,14500,0.5630612969398499,0.5854734182357788,0.7137468415733098,0.6789177499402722,0.006463826633989811,0.6404648961125221,0.0384528538277501
10,0.01,10.0,15000,0.5629739165306091,0.5854582190513611,0.7138744827981456,0.6789207484782945,0.007594916969537735,0.6404648961125221,0.038455852365772425
10,0.01,10.0,15500,0.5628933310508728,0.5854450464248657,0.714098781600642,0.6788538180046203,0.008440057747066021,0.6404648961125221,0.03838892189209819
10,0.01,10.0,16000,0.5628150701522827,0.5854324698448181,0.71437385317243,0.6788864651344535,0.009093609638512135,0.6404648961125221,0.03842156902193139
10,0.01,10.0,16500,0.5627421736717224,0.5854210257530212,0.7145734119934686,0.678742203081579,0.009574523195624352,0.6404648961125221,0.038277306969056846
10,0.01,10.0,17000,0.5626744031906128,0.5854105353355408,0.7147028834799525,0.67868052988326,0.009931188076734543,0.6404648961125221,0.03821563377073789
10,0.01,10.0,17500,0.5626084804534912,0.5854007005691528,0.7148528379980993,0.6788173200726889,0.010201623663306236,0.6404648961125221,0.038352423960166804
10,0.01,10.0,18000,0.5625489354133606,0.5853919982910156,0.7149991285724924,0.6788437521356325,0.01037086732685566,0.6404648961125221,0.03837885602311042
10,0.01,10.0,18500,0.5624890923500061,0.585382342338562,0.7150866884290855,0.6788589099578473,0.010498281568288803,0.6404648961125221,0.03839401384532515
10,0.01,10.0,19000,0.5624296069145203,0.5853760838508606,0.7151442046943304,0.67884698301142,0.010588293895125389,0.6404648961125221,0.03838208689889788
10,0.01,10.0,19500,0.5623767375946045,0.585367739200592,0.7152773173215159,0.6787992432380964,0.01064386684447527,0.6404648961125221,0.038334347125574264
10,0.01,10.0,19999,0.5623264312744141,0.5853667259216309,0.7154146678959525,0.6789589774152551,0.010558897629380226,0.6404648961125221,0.03849408130273302
20,0.01,10.0,0,0.9774858355522156,0.8731524348258972,0.4170927425151677,0.4171811391645993,2.589268478914164e-05,0.6404648961125221,-0.2232837569479228
20,0.01,10.0,500,0.5962275266647339,0.5921196341514587,0.6855706777126706,0.670535971694621,3.559933975338936e-05,0.6404648961125221,0.030071075582098872
20,0.01,10.0,1000,0.5777467489242554,0.5878198742866516,0.696126492921655,0.675580686704512,0.0009110636892728508,0.6404648961125221,0.03511579059198988
20,0.01,10.0,1500,0.570838987827301,0.5864556431770325,0.7018308768426954,0.6777723796752764,5.5035343393683434e-05,0.6404648961125221,0.03730748356275426
20,0.01,10.0,2000,0.568755567073822,0.5859991908073425,0.7040624611245965,0.6780635092831063,0.00011992640793323517,0.6404648961125221,0.037598613170584216
20,0.01,10.0,2500,0.567711591720581,0.5856751799583435,0.705689074540873,0.6788274864968027,0.0007085411343723536,0.6404648961125221,0.03836259038428058
20,0.01,10.0,3000,0.5665269494056702,0.5854249596595764,0.7076632597431239,0.678960821485418,0.0008343043737113476,0.6404648961125221,0.03849592537289592
20,0.01,10.0,3500,0.5653311610221863,0.5853447914123535,0.7098841648806168,0.6789522606178754,0.00012091174721717834,0.6404648961125221,0.03848736450535328
20,0.01,10.0,4000,0.5643659234046936,0.5853805541992188,0.7114633666024831,0.6792437772125037,2.4850480258464813e-05,0.6404648961125221,0.03877888109998162
20,0.01,10.0,4500,0.5636155605316162,0.5854212641716003,0.7127742545954353,0.6791349153779646,0.0013716965913772583,0.6404648961125221,0.038670019265442446
20,0.01,10.0,5000,0.562994122505188,0.5854063034057617,0.7140089935691399,0.6787336155471335,0.0006934814155101776,0.6404648961125221,0.03826871943461141
20,0.01,10.0,5500,0.5624701380729675,0.5853721499443054,0.7150340656988425,0.6785612373942397,0.00014147126057650894,0.6404648961125221,0.03809634128171757
20,0.01,10.0,6000,0.5620531439781189,0.5853453278541565,0.7156806565053151,0.678708129525818,2.165883779525757e-05,0.6404648961125221,0.03824323341329594
20,0.01,10.0,6500,0.5617296099662781,0.5853283405303955,0.7164886902609996,0.6785451609574012,0.0010715931421145797,0.6404648961125221,0.03808026484487914
20,0.01,10.0,7000,0.5614630579948425,0.5853005051612854,0.7166462260339009,0.678828653759708,0.00033672782592475414,0.6404648961125221,0.038363757647185914
20,0.01,10.0,7500,0.5612016916275024,0.5852742195129395,0.7170548781388371,0.6787988778508558,0.00020446931011974812,0.6404648961125221,0.03833398173833369
20,0.01,10.0,8000,0.5609613656997681,0.5852640867233276,0.7178581161909479,0.678957637197533,0.00017784303054213524,0.6404648961125221,0.038492741085010884
20,0.01,10.0,8500,0.560737133026123,0.5852389931678772,0.7180255489318961,0.6790696777458779,0.0007944728713482618,0.6404648961125221,0.03860478163335579
20,0.01,10.0,9000,0.5605315566062927,0.585216760635376,0.7184164905079367,0.6790002261097449,5.379588401410729e-06,0.6404648961125221,0.038535329997222756
20,0.01,10.0,9500,0.5603418946266174,0.5851975083351135,0.7187052421374731,0.6790637669730516,1.1834315955638885e-05,0.6404648961125221,0.03859887086052949
20,0.01,10.0,10000,0.5601682066917419,0.5851808190345764,0.7190588179670916,0.6790530440594514,2.4971093807835132e-05,0.6404648961125221,0.03858814794692933
20,0.01,10.0,10500,0.5600090622901917,0.5851664543151855,0.7193950895738652,0.6789846723695364,0.00027713156305253506,0.6404648961125221,0.038519776257014304
20,0.01,10.0,11000,0.5598655939102173,0.5851449966430664,0.7195817605531938,0.6791332845163396,0.0008808872662484646,0.6404648961125221,0.03866838840381748
20,0.01,10.0,11500,0.5597317814826965,0.5851418972015381,0.7200196978579673,0.6790021050495751,3.9170728996396065e-05,0.6404648961125221,0.038537208937053036
20,0.01,10.0,12000,0.559611976146698,0.5851314067840576,0.7201821493355045,0.679208260445235,9.556300210533664e-05,0.6404648961125221,0.03874336433271286
20,0.01,10.0,12500,0.559501588344574,0.5851215124130249,0.7204515091227675,0.6790994079219421,0.00100608984939754,0.6404648961125221,0.038634511809420014
20,0.01,10.0,13000,0.5593999028205872,0.5851120948791504,0.7207527017175328,0.6791466859651296,0.0006185163510963321,0.6404648961125221,0.03868178985260751
20,0.01,10.0,13500,0.5593472123146057,0.5851026773452759,0.7195909860346953,0.6790108267419777,0.0012454417301341891,0.6404648961125221,0.03854593062945555
20,0.01,10.0,14000,0.5592188239097595,0.5850954055786133,0.7209442909351698,0.6792720943911043,5.327467806637287e-05,0.6404648961125221,0.038807198278582145
20,0.01,10.0,14500,0.5591382384300232,0.5850873589515686,0.7211024548054755,0.6792819477799849,1.2196846910228487e-05,0.6404648961125221,0.03881705166746274
20,0.01,10.0,15000,0.5590634346008301,0.5850793123245239,0.7212647123937272,0.6792745520533968,0.0011201262241229415,0.6404648961125221,0.03880965594087471
20,0.01,10.0,15500,0.5589932203292847,0.5850700736045837,0.7213867111299801,0.6792518430637883,0.0009953223634511232,0.6404648961125221,0.038786946951266166
20,0.01,10.0,16000,0.5589284896850586,0.5850643515586853,0.7214650962418628,0.6792150748840174,0.00013837598089594394,0.6404648961125221,0.038750178771495336
20,0.01,10.0,16500,0.5588670969009399,0.5850574970245361,0.721560843534348,0.6792872829657686,1.7976917661144398e-05,0.6404648961125221,0.03882238685324646
20,0.01,10.0,17000,0.5588107705116272,0.5850502252578735,0.7216400667850826,0.6792634892793061,8.391356095671654e-05,0.6404648961125221,0.03879859316678402
20,0.01,10.0,17500,0.5587570667266846,0.5850426554679871,0.7217327980572055,0.6792413011494149,0.0007398842135444283,0.6404648961125221,0.038776405036892836
20,0.01,10.0,18000,0.558707058429718,0.5850370526313782,0.7219239966458899,0.6792284222072293,0.001013891538605094,0.6404648961125221,0.038763526094707235
20,0.01,10.0,18500,0.558660089969635,0.5850304961204529,0.7220096010140734,0.6792400497052419,0.0011243452318012714,0.6404648961125221,0.03877515359271977
20,0.01,10.0,19000,0.5586155652999878,0.5850080251693726,0.7214198939415144,0.6788979179990913,0.000552842509932816,0.6404648961125221,0.03843302188656916
20,0.01,10.0,19500,0.5585740804672241,0.5850192308425903,0.7221288170178563,0.6791581181486659,0.00033880851697176695,0.6404648961125221,0.03869322203614378
20,0.01,10.0,19999,0.5585348010063171,0.585013747215271,0.7221745020461513,0.6791320323437358,0.0009912445675581694,0.6404648961125221,0.03866713623121365
