K,seed,init,alpha,iters,lr,bases_kept,train_acc,test_acc,test_std,base_test_acc,delta_vs_base,mean_cos_vsft,min_cos_vsft,numerical_rank,s2_s1,mean_abs_basis_cos,mean_top1_weight,mean_entropy,max_possible_entropy
10,42,random,50.0,20000,0.5,10,0.5954929007573888,0.5932837140803434,0.14524627257244327,0.5919370650810681,0.0013466489992752795,0.9918586611747742,0.9435926675796509,9,0.1129041239619255,0.9896494746208191,0.9998101592063904,0.00048189260996878147,2.302585092994046
