K,seed,init,alpha,iters,lr,bases_kept,train_acc,test_acc,test_std,base_test_acc,delta_vs_base,mean_cos_vsft,min_cos_vsft,numerical_rank,s2_s1,mean_abs_basis_cos,mean_top1_weight,mean_entropy,max_possible_entropy
10,42,random,1.0,20000,0.5,10,0.9989943817706799,0.5609835719343989,0.14799642119594394,0.5919370650810681,-0.030953493146669286,0.7767519950866699,0.7633962035179138,10,0.16223418712615967,0.8627129793167114,0.9951074719429016,0.009809957817196846,2.302585092994046
