K,seed,init,alpha,iters,lr,bases_kept,train_acc,test_acc,test_std,base_test_acc,delta_vs_base,mean_cos_vsft,min_cos_vsft,numerical_rank,s2_s1,mean_abs_basis_cos,mean_top1_weight,mean_entropy,max_possible_entropy
10,42,random,1000.0,20000,0.5,10,0.5920882008470182,0.5918450737688817,0.14670245906194412,0.5919370650810681,-9.199131218640133e-05,0.998980700969696,0.9924364686012268,4,0.021302737295627594,0.997968316078186,0.9999996423721313,4.1866210267471615e-06,2.302585092994046
