K,seed,init,alpha,iters,lr,bases_kept,train_acc,test_acc,test_std,base_test_acc,delta_vs_base,mean_cos_vsft,min_cos_vsft,numerical_rank,s2_s1,mean_abs_basis_cos,mean_top1_weight,mean_entropy,max_possible_entropy
10,42,random,5.0,20000,0.5,10,0.9987244151308191,0.5637317349223747,0.14782048209521334,0.5919370650810681,-0.02820533015869342,0.7854858636856079,0.7686130404472351,10,0.15324406325817108,0.8760699033737183,0.9858961701393127,0.025593625381588936,2.302585092994046
