seed,rank,alpha,train_acc,test_acc,min_abs_basis_cos,bases_kept,base_rm,global,personal,other_user,n_users,median_pairs,wbar_only
0,8,0.0,0.7142,0.6082,0.0016,8,0.5985,0.6036,0.6014,0.5808,37,279,0.6079
1,8,0.0,0.7101,0.6168,0.0017,8,0.6104,0.6101,0.6165,0.6137,37,279,0.617
2,8,0.0,0.7662,0.6169,0.004,8,0.5999,0.6002,0.5928,0.5851,37,279,0.6165
3,8,0.0,0.7138,0.6282,0.0055,8,0.6155,0.6157,0.6211,0.537,37,279,0.6278
4,8,0.0,0.6948,0.6398,0.0044,8,0.6144,0.6111,0.6203,0.584,37,279,0.6406
