seed,rank,alpha,train_acc,test_acc,min_abs_basis_cos,bases_kept,base_rm,global,personal,other_user,n_users,median_pairs,wbar_only
0,8,0.0,0.7288,0.6683,0.0003,8,0.6463,0.6506,0.6456,0.6332,200,180,0.6696
1,8,0.0,0.7326,0.6729,0.0075,8,0.6393,0.6392,0.6338,0.6258,200,180,0.6744
2,8,0.0,0.7553,0.6675,0.0175,8,0.6422,0.6416,0.6468,0.6188,200,180,0.6727
3,8,0.0,0.7436,0.656,0.0002,8,0.6267,0.6311,0.6319,0.6275,200,180,0.6539
4,8,0.0,0.7366,0.6773,0.0015,8,0.6439,0.6412,0.6444,0.6197,200,180,0.6774
