seed,rank,alpha,train_acc,test_acc,min_abs_basis_cos,bases_kept,base_rm,global,personal,other_user,n_users,median_pairs
0,1,0.0,0.7715,0.642,1.0,1,0.6438,0.6475,0.6476,0.631,200,225
0,5,0.0,0.9775,0.6062,0.0026,5,0.6438,0.6475,0.6476,0.631,200,225
0,10,0.0,0.9955,0.614,0.0007,10,0.6438,0.6475,0.6476,0.631,200,225
0,20,0.0,0.9986,0.6111,0.0002,20,0.6438,0.6475,0.6476,0.631,200,225
