pairs_per_user,signal_scale,seed,train_acc,test_acc,subspace_align,best_axis_match,min_abs_basis_cos,w_recovery,group_dir_match,personal,global,other_group,global_dir_norm,median_real_diff_norm
15,0.0,0,0.9983333334326744,0.5390000008046627,0.0005589473876170814,0.0006861871806904674,0.012042519636452198,0.375,0.42500001192092896,0.528875,0.5828749999999999,0.529625,1.693357229232788,22.03227424621582
15,0.0,1,1.0,0.5472499996423721,0.00017538868996780366,0.00012550083920359612,0.061134397983551025,0.35,0.7250000238418579,0.5458125,0.5585625000000001,0.5413125,2.6276919841766357,22.03227424621582
15,0.0,2,0.9983333334326744,0.5450000010430813,0.015159436501562595,0.014158358797430992,0.2010531723499298,0.35,0.4749999940395355,0.5449375,0.5728125000000001,0.5473125,2.8122363090515137,22.03227424621582
15,0.0,3,1.0,0.5321249946951866,0.00019315638928674161,0.0001526704290881753,0.008254589512944221,0.425,0.550000011920929,0.53775,0.5775,0.537,1.9448555707931519,22.03227424621582
15,0.0,4,0.9983333334326744,0.5301250025629998,9.163616050500423e-05,7.81394774094224e-05,0.006224288605153561,0.4,0.32499998807907104,0.53575,0.570125,0.5175,2.072354793548584,22.03227424621582
50,0.0,0,0.9975000008940696,0.5598750002682209,6.864214083179832e-05,5.835498450323939e-05,0.029280276969075203,0.4,0.5,0.5672499999999999,0.58375,0.56925,2.2321383953094482,22.03227424621582
50,0.0,1,0.9975000023841858,0.5566249996423721,0.004384394269436598,0.0040805949829518795,0.10290435701608658,0.425,0.574999988079071,0.5574375,0.5680624999999999,0.5635625,2.058931827545166,22.03227424621582
50,0.0,2,0.9965000033378602,0.5537499971687794,0.004170248284935951,0.00433571171015501,0.16445735096931458,0.35,0.5,0.554625,0.577375,0.55725,2.18729305267334,22.03227424621582
50,0.0,3,0.9995000004768372,0.5422500044107437,0.00014802117948420346,0.00010474672308191657,0.03586446866393089,0.35,0.625,0.541,0.572625,0.548625,1.9124537706375122,22.03227424621582
50,0.0,4,0.9980000019073486,0.5588750019669533,0.006102550309151411,0.007524385116994381,0.08759111166000366,0.325,0.4749999940395355,0.5474375,0.5681875,0.5366875,2.025205135345459,22.03227424621582
100,0.0,0,0.984750010073185,0.5639999978244304,7.721481961198151e-05,7.149088196456432e-05,0.05516621097922325,0.375,0.5,0.55875,0.571125,0.56675,1.9657824039459229,22.03227424621582
100,0.0,1,0.9830000102519989,0.5585000045597553,2.567405863374006e-05,2.204079646617174e-05,0.010874654166400433,0.375,0.5,0.5503750000000001,0.56525,0.560375,2.20540714263916,22.03227424621582
