pairs_per_user,signal_scale,seed,train_acc,test_acc,subspace_align,best_axis_match,min_abs_basis_cos,w_recovery,group_dir_match,personal,global,other_group,global_dir_norm,median_real_diff_norm
15,0.0,0,0.9983333334326744,0.5328749999403953,8.946179150370881e-05,6.205681711435318e-05,0.012822622433304787,0.35,0.5249999761581421,0.535875,0.58025,0.5313749999999999,2.2008233070373535,22.03227424621582
15,0.0,1,1.0,0.5479999981820584,0.00022070443083066493,0.00015216856263577938,0.001506272703409195,0.275,0.625,0.5454375,0.5595625,0.5465625000000001,3.4396708011627197,22.03227424621582
15,0.0,2,0.9983333334326744,0.5417499996721744,0.015708984807133675,0.011238319799304008,0.4944373369216919,0.4,0.6499999761581421,0.5464375,0.5736874999999999,0.5479375,3.543398141860962,22.03227424621582
15,0.0,3,1.0,0.5424999937415123,0.00014947725867386907,0.00011352449655532837,0.011104444973170757,0.325,0.5,0.54125,0.583375,0.546,2.5091960430145264,22.03227424621582
15,0.0,4,0.9983333334326744,0.5307499974966049,4.325721602072008e-05,3.208429552614689e-05,0.047358233481645584,0.375,0.5,0.540875,0.567375,0.5221250000000001,2.412309169769287,22.03227424621582
50,0.0,0,0.997000002861023,0.5606250017881393,0.0004569757729768753,0.0004259534180164337,0.028255952522158623,0.3,0.44999998807907104,0.57175,0.58375,0.5765,2.7892041206359863,22.03227424621582
50,0.0,1,0.996000000834465,0.5599999994039535,0.0024203830398619175,0.001770244212821126,0.18035224080085754,0.425,0.4000000059604645,0.5669375,0.5714375,0.5748125,2.5919485092163086,22.03227424621582
50,0.0,2,0.9955000042915344,0.5521249964833259,0.015010646544396877,0.0145200090482831,0.09284883737564087,0.4,0.5,0.5606249999999999,0.572375,0.562125,2.851402759552002,22.03227424621582
50,0.0,3,0.9990000009536744,0.5456250004470349,0.00015002897998783737,0.00012780143879354,0.021481508389115334,0.325,0.5,0.5522500000000001,0.5726249999999999,0.554125,2.570793390274048,22.03227424621582
50,0.0,4,0.9990000009536744,0.5534999996423722,0.005469536408782005,0.005264856852591038,0.08692840486764908,0.325,0.5,0.5564375,0.5740624999999999,0.5469375,2.601351261138916,22.03227424621582
100,0.0,0,0.9815000101923943,0.5692500002682209,7.9749857832212e-05,5.271192640066147e-05,0.137154221534729,0.4,0.44999998807907104,0.56975,0.5694999999999999,0.571,2.626617431640625,22.03227424621582
100,0.0,1,0.9850000113248825,0.5662500008940696,0.00011338391777826473,9.203387890011072e-05,0.08311385661363602,0.375,0.5,0.564125,0.57075,0.564875,2.8052728176116943,22.03227424621582
100,0.0,2,0.9847500085830688,0.5686249956488609,9.18681180337444e-05,7.800041930750012e-05,0.06422952562570572,0.4,0.5249999761581421,0.567375,0.5743750000000001,0.5605,2.3178985118865967,22.03227424621582
100,0.0,3,0.9875000104308128,0.5602499976754188,9.427429176867008e-05,7.822539191693068e-05,0.0563698373734951,0.4,0.6000000238418579,0.5646875,0.5711875,0.5625625,2.7368032932281494,22.03227424621582
100,0.0,4,0.987500011920929,0.5444999970495701,5.687677548849024e-05,4.037108737975359e-05,0.005927835125476122,0.375,0.375,0.5646875,0.5830624999999999,0.5751875,2.8186445236206055,22.03227424621582
400,0.0,0,0.833874998986721,0.5749999970197678,0.0007416321896016598,0.0006116055883467197,0.13806384801864624,0.325,0.5,0.5744374999999999,0.5768125,0.5749375000000001,2.958418607711792,22.03227424621582
400,0.0,1,0.8301874995231628,0.574374994635582,0.00021100258163642138,0.00015455950051546097,0.13230423629283905,0.4,0.550000011920929,0.5730000000000001,0.56975,0.5707500000000001,2.7970921993255615,22.03227424621582
400,0.0,2,0.8299999967217445,0.576000003516674,0.00011093280772911385,8.704315405339003e-05,0.021678756922483444,0.4,0.5,0.5730000000000001,0.572625,0.5765,2.691044330596924,22.03227424621582
400,0.0,3,0.8303750023245812,0.5793749988079071,0.00019921625789720565,0.0001618294045329094,0.1996801793575287,0.325,0.6000000238418579,0.5696249999999999,0.56675,0.569875,2.8348846435546875,22.03227424621582
400,0.0,4,0.8292500019073487,0.5885000035166741,0.00022323190933093429,0.00019098666962236166,0.1881999522447586,0.4,0.44999998807907104,0.580875,0.5816250000000001,0.5782499999999999,2.830333948135376,22.03227424621582
1000,0.0,0,0.7506750002503395,0.5851249992847443,0.00022118807828519493,0.00015927664935588837,0.2542167603969574,0.275,0.6000000238418579,0.5774999999999999,0.5796250000000001,0.581,2.77864146232605,22.03227424621582
1000,0.0,1,0.7470999985933304,0.5872500032186508,0.0004180939286015928,0.00035246647894382477,0.12704119086265564,0.325,0.5249999761581421,0.5695625,0.5710625,0.5721875,2.7221901416778564,22.03227424621582
1000,0.0,2,0.750125004351139,0.5849999994039535,0.0002699873875826597,0.00018082046881318092,0.06363918632268906,0.375,0.5249999761581421,0.578375,0.57925,0.5785,2.8411688804626465,22.03227424621582
1000,0.0,3,0.7469750002026558,0.602375005185604,0.0003540520556271076,0.0002993348753079772,0.07473406195640564,0.4,0.6000000238418579,0.577,0.5756249999999999,0.574125,2.8217756748199463,22.03227424621582
1000,0.0,4,0.7525999993085861,0.5846249982714653,0.0005160009604878724,0.0003749942407011986,0.07754521071910858,0.4,0.44999998807907104,0.5761875,0.5785625,0.5776875,2.9250288009643555,22.03227424621582
15,0.5,0,1.0,0.8457499951124191,0.7693953514099121,0.5634791851043701,0.008121932856738567,0.375,1.0,0.876625,0.5810000000000001,0.15325,2.2020485401153564,22.03227424621582
15,0.5,1,1.0,0.8002499982714653,0.5110055208206177,0.35680243372917175,0.0005636040586978197,0.35,1.0,0.874,0.5578749999999999,0.16425,3.439866542816162,22.03227424621582
15,0.5,2,1.0,0.8335000015795231,0.7583680748939514,0.48009148240089417,0.07103591412305832,0.35,0.9750000238418579,0.8779999999999999,0.5715,0.153125,3.575408935546875,22.03227424621582
15,0.5,3,1.0,0.8358749985694885,0.6868406534194946,0.5614879131317139,0.0007827455992810428,0.45,1.0,0.8776250000000001,0.5832499999999999,0.16124999999999998,2.509464979171753,22.03227424621582
15,0.5,4,1.0,0.8192500039935112,0.6287217736244202,0.5386606454849243,0.03697071224451065,0.4,0.9750000238418579,0.87675,0.57075,0.15462499999999998,2.413426637649536,22.03227424621582
50,0.5,0,0.996500001847744,0.8646250009536743,0.34483233094215393,0.22058501839637756,0.045783545821905136,0.375,1.0,0.8916250000000001,0.584875,0.131125,2.789987802505493,22.03227424621582
50,0.5,1,0.9955000042915344,0.8645000010728836,0.3497641086578369,0.19619211554527283,0.006550039164721966,0.35,1.0,0.890125,0.568875,0.126875,2.5959019660949707,22.03227424621582
50,0.5,2,0.993500004708767,0.8622499972581863,0.32045263051986694,0.2319103628396988,0.025637157261371613,0.425,1.0,0.892,0.57275,0.1365,2.8519351482391357,22.03227424621582
50,0.5,3,0.9940000057220459,0.8591249987483025,0.3384460508823395,0.24794206023216248,0.0115431547164917,0.35,1.0,0.8887500000000002,0.57025,0.13974999999999999,2.571383476257324,22.03227424621582
50,0.5,4,0.9920000076293946,0.8618750005960465,0.32161515951156616,0.20546972751617432,0.024849295616149902,0.375,1.0,0.888875,0.572125,0.138625,2.605919361114502,22.03227424621582
100,0.5,0,0.9777500107884407,0.8801250025629997,0.2636640965938568,0.1757367104291916,0.0022013220004737377,0.35,1.0,0.89725,0.5765,0.11587499999999999,2.631141424179077,22.03227424621582
100,0.5,1,0.9797500133514404,0.8793749988079071,0.26755547523498535,0.15300105512142181,0.00914782378822565,0.375,1.0,0.8955,0.569625,0.133375,2.805711030960083,22.03227424621582
100,0.5,2,0.9767500102519989,0.8702500030398369,0.25503405928611755,0.16595491766929626,0.027721170336008072,0.4,1.0,0.897625,0.572625,0.13125,2.3335585594177246,22.03227424621582
100,0.5,3,0.9747500091791153,0.8691250026226044,0.24673806130886078,0.16429682075977325,0.00785830244421959,0.35,1.0,0.891,0.572375,0.12774999999999997,2.736891746520996,22.03227424621582
100,0.5,4,0.9787500143051148,0.8727499946951867,0.26888829469680786,0.1460810750722885,0.0076233623549342155,0.425,1.0,0.8945000000000001,0.580125,0.131375,2.819553852081299,22.03227424621582
