seed,rank,alpha,train_acc,test_acc,min_abs_basis_cos,bases_kept,base_rm,global,personal,other_user,n_users,median_pairs,wbar_only
0,8,0.0,0.7157,0.6949,0.0013,8,0.6594,0.6656,0.6608,0.6594,179,122,0.6924
1,8,0.0,0.7319,0.6838,0.0012,8,0.6519,0.6596,0.6548,0.6495,179,122,0.6802
2,8,0.0,0.7112,0.6922,0.0076,8,0.6532,0.6615,0.6627,0.6534,179,122,0.6921
3,8,0.0,0.727,0.697,0.0002,8,0.6553,0.6617,0.6621,0.6547,179,122,0.697
4,8,0.0,0.7351,0.6964,0.0078,8,0.6499,0.6613,0.6539,0.6455,179,122,0.6973
