seed,rank,alpha,train_acc,test_acc,min_abs_basis_cos,bases_kept,base_rm,global,personal,other_user,n_users,median_pairs,wbar_only
0,8,0.0,0.7181,0.6933,0.0002,8,0.6594,0.6656,0.6608,0.6594,179,122,0.6941
1,8,0.0,0.7313,0.6818,0.0011,8,0.6519,0.6596,0.6548,0.6495,179,122,0.6799
2,8,0.0,0.711,0.6925,0.0078,8,0.6532,0.6615,0.6627,0.6534,179,122,0.6927
3,8,0.0,0.7275,0.6978,0.003,8,0.6553,0.6617,0.6621,0.6547,179,122,0.6969
4,8,0.0,0.7346,0.6961,0.008,8,0.6499,0.6613,0.6539,0.6455,179,122,0.6976
