seed,rank,alpha,train_acc,test_acc,min_abs_basis_cos,bases_kept,base_rm,global,personal,other_user,n_users,median_pairs,wbar_only
0,8,0.0,0.703,0.6823,0.0017,8,0.6398,0.656,0.648,0.6432,56,200,0.6818
1,8,0.0,0.7066,0.6591,0.0017,8,0.6286,0.6347,0.635,0.6224,56,200,0.6589
2,8,0.0,0.7247,0.6693,0.0019,8,0.6349,0.6442,0.6422,0.6346,56,200,0.6694
3,8,0.0,0.7112,0.6774,0.0,8,0.6464,0.6519,0.6503,0.6488,56,200,0.6777
4,8,0.0,0.7257,0.6913,0.0013,8,0.6445,0.6535,0.6539,0.652,56,200,0.6911
