seed,rank,alpha,train_acc,test_acc,min_abs_basis_cos,bases_kept,base_rm,global,personal,other_user,n_users,median_pairs,wbar_only
0,8,0.0,0.6909,0.6698,0.0014,8,0.6392,0.6393,0.6404,0.644,28,235,0.6697
1,8,0.0,0.7201,0.6682,0.0021,8,0.6139,0.6313,0.626,0.6324,28,235,0.6682
2,8,0.0,0.7341,0.6737,0.0075,8,0.6394,0.6545,0.6516,0.6535,28,235,0.6732
3,8,0.0,0.6977,0.6698,0.0004,8,0.6375,0.6435,0.6417,0.6422,28,235,0.6698
4,8,0.0,0.7269,0.6731,0.0001,8,0.6182,0.6328,0.6345,0.6282,28,235,0.6731
